vehicle_id;vehicle_code;short_name;valid_from;valid_until
2693189;SG169;44169;01/01/1970;01/01/2036
2693191;SG173;44173;01/01/1970;01/01/2036
2693196;SG183;44183;01/01/1970;01/01/2036
2693252;SG186;44186;01/01/1970;01/01/2036
2693257;SG196;44196;01/01/1970;01/01/2036
2693258;SG198;44198;01/01/1970;01/01/2036
2693264;SG210;44210;01/01/1970;01/01/2036
2693240;SG162;44162;01/01/1970;01/01/2036
2693241;SG164;44164;01/01/1970;01/01/2036
2693242;SG166;44166;01/01/1970;01/01/2036
2693243;SG168;44168;01/01/1970;01/01/2036
2693244;SG170;44170;01/01/1970;01/01/2036
2693245;SG172;44172;01/01/1970;01/01/2036
2693246;SG174;44174;01/01/1970;01/01/2036
2693247;SG176;44176;01/01/1970;01/01/2036
2693248;SG178;44178;01/01/1970;01/01/2036
2693249;SG180;44180;01/01/1970;01/01/2036
2693250;SG182;44182;01/01/1970;01/01/2036
2693251;SG184;44184;01/01/1970;01/01/2036
2693253;SG188;44188;01/01/1970;01/01/2036
2693254;SG190;44190;01/01/1970;01/01/2036
2693255;SG192;44192;01/01/1970;01/01/2036
2693256;SG194;44194;01/01/1970;01/01/2036
2693259;SG200;44200;01/01/1970;01/01/2036
2693260;SG202;44202;01/01/1970;01/01/2036
2693261;SG204;44204;01/01/1970;01/01/2036
2693262;SG206;44206;01/01/1970;01/01/2036
2693263;SG208;44208;01/01/1970;01/01/2036
2693265;SG212;44212;01/01/1970;01/01/2036
2693266;SG214;44214;01/01/1970;01/01/2036
2693267;SG216;44216;01/01/1970;01/01/2036
2693268;SG218;44218;01/01/1970;01/01/2036
2693269;SG220;44220;01/01/1970;01/01/2036
2693270;SG222;44222;01/01/1970;01/01/2036
2693271;SG224;44224;01/01/1970;01/01/2036
2693272;SG226;44226;01/01/1970;01/01/2036
2693273;SG228;44228;01/01/1970;01/01/2036
2693274;SG230;44230;01/01/1970;01/01/2036
2693275;SG232;44232;01/01/1970;01/01/2036
2693276;SG234;44234;01/01/1970;01/01/2036
2693277;SG236;44236;01/01/1970;01/01/2036
2693278;SG238;44238;01/01/1970;01/01/2036
2693279;SG240;44240;01/01/1970;01/01/2036
2693280;SG242;44242;01/01/1970;01/01/2036
2693281;SG244;44244;01/01/1970;01/01/2036
2693282;SG246;44246;01/01/1970;01/01/2036
2693283;SG248;44248;01/01/1970;01/01/2036
2693284;SG250;44250;01/01/1970;01/01/2036
2693285;SG252;44252;01/01/1970;01/01/2036
2693286;SG254;44254;01/01/1970;01/01/2036
2693287;SG256;44256;01/01/1970;01/01/2036
2693288;SG258;44258;01/01/1970;01/01/2036
2693289;SG260;44260;01/01/1970;01/01/2036
2693290;SG262;44262;01/01/1970;01/01/2036
2693291;SG264;44264;01/01/1970;01/01/2036
2693292;SG266;44266;01/01/1970;01/01/2036
2693293;SG268;44268;01/01/1970;01/01/2036
2693294;SG270;44270;01/01/1970;01/01/2036
